GEOID10,Name,US_County,Households,Poverty_Household_Num,Poverty_Household_Pct,ALICE_Household_Num,ALICE_Household_PCT,Above_ALICE_Househol_Num,Above_ALICE_Household_Pct
34266,34266,DeSoto,9,412,2,123,22.6,3,661,38.9,3,628,38.5
34269,34269,DeSoto,1,967,263,13.4,739,37.6,965,49.1
